,vmax_forward_Enz_A,vmax_forward_Enz_B,vmax_forward_Enz_C,vmax_forward_Enz_D,vmax_forward_Enz_E,vmax_forward_Enz_F,vmax_forward_Enz_G,vmax_forward_Enz_H,vmax_forward_Enz_L,vmax_forward_TKT2,vmax_forward_RPI,vmax_forward_PDH,vmax_forward_CS,km_substrate2_TKT2,km_substrate1_PDH,km_substrate1_Enz_A,km_substrate2_Enz_A,vmax_forward_Enz_I,km_substrate1_Enz_I,Enz_I
0,1.1184680076635476,1.6198023259464265,1.6887458565713265,1.4656093663643808,0.8345128909314053,1.406149477643454,0.8598181350801659,1.0251579129995207,0.4746771277911251,0.3261153350080589,1.0582056017799253,0.7119196579292475,1.0034188020237538,0.8612751064015003,1.1544811869138456,1.6444606990102553,0.9443239182697027,0.5289327879658812,0.6419910000665427,1.50328158355626
1,1.5838419269769566,1.5287641370066485,2.479652966966175,1.833019732702721,1.4831066468618184,0.936885577172764,0.9425355522696308,0.5356645942335149,1.1280529931040577,1.911044498482235,1.2425649679380193,0.8775982535157378,0.9260682600572092,2.5260965640084745,1.4535701951095878,1.635700016434097,1.1833981680574546,1.263638542972458,1.087720928253273,0.7623790206472452
2,2.2694278391363043,1.229202964972172,1.0534221346742711,1.3330121596047793,0.8490330307188382,1.256001908713564,0.9970156764879474,0.9307867981247696,0.7670772144331693,0.9856816427574242,0.7687427356808809,1.0730623341921832,0.9806031034817831,1.6110984846434473,1.1490036464444835,0.2629494266754907,0.8513046891343834,0.8461020156525542,0.8474891577370949,1.3281613216984582
3,1.0210560696434192,2.3496619776567185,1.444557062221581,1.4282136785620954,1.4592163212339424,0.9093436069991978,0.7862255804262653,0.7031452706775737,0.8280040564478734,2.538316299195809,0.4873082302274798,1.6299293285873302,0.7870133294890875,1.6282781639491093,1.4411654366257436,-0.5356761375895619,0.5482083595303167,1.4756398028598814,0.6626034321118688,
4,1.6935127316612943,1.4507332060588307,1.3387134339893805,1.5887502103119264,1.30788905730383,1.994318116186237,1.0036842362761773,1.245443265926241,1.8182468019565792,1.2840017613326713,1.4358503843026904,1.289257475792964,0.8788650210212605,2.4447533138839206,1.2983516718994366,2.461718001169854,0.8931971570967646,0.7258810614520008,0.7004331006474078,1.5205935944024018
5,1.0890405738776807,0.9473255557339638,1.3793480074489306,1.3296586630210767,1.0218034344599678,1.983419700024028,0.7340331266116717,1.2508018591022814,1.4185479462890798,2.661264351123016,1.044149820525383,1.3911918102692793,1.1979760690920138,0.8531123535306382,0.8755674580755872,1.97069243945206,1.2049077237362915,1.3421203600758125,1.3211454133010394,0.2176314340050851
6,1.3824737377248024,1.6812529925995547,1.7429093591235494,0.7094259934254326,0.8467307167377937,0.9202257396516856,1.379645133776127,1.492816767392824,2.2616637278707774,1.64407516543228,0.7819496175846201,0.859639860924477,0.8673949125514485,1.1474874274597942,0.9015752133760156,1.755646842037491,0.8492639261566952,1.065410523812139,1.1282113677754582,0.6271700823485764
7,1.1274338408679134,1.1373063632103946,1.5852394498841784,1.864279006611528,1.0313445671186674,0.9145062061410074,0.6402928368363987,0.9808879287271004,1.5553480394597097,1.161661103034485,0.8380734053366614,0.8876952820026547,1.2056223275132876,2.030767467445345,1.227593707826411,1.7705226971471548,0.6633922238547001,0.5856288486007075,0.25209383170036,1.4720219628944315
8,1.3673002652389057,0.7762275025589267,1.6531338547619692,0.8409342102706712,0.6371126738391208,1.2527115589972535,0.8462176074574742,0.9129956033476624,0.54985631323021,1.803677694427665,0.2336058082991287,0.8714423854662993,1.6792518046537994,1.0262793676170794,1.3242393979025344,0.6274306618821922,0.9666637935140144,0.9081381992039118,1.1573625625568034,
9,0.6955102647658491,1.3618562536521717,1.3442890529977272,1.195997065981825,1.4492378832648622,1.3358412824070605,1.4218082790872548,1.201216785034141,0.68130399892787,1.4361066604241686,1.4168461182825116,0.7152999098295698,0.7824257498055595,1.4526333701969203,0.8070484272073841,2.8117226031506624,0.8377747435630432,0.5102008494940068,1.1637650440821792,0.7633536601309441
