,vmax_forward_Enz_A,vmax_forward_Enz_B,vmax_forward_Enz_C,vmax_forward_Enz_D,vmax_forward_Enz_E,vmax_forward_Enz_F,vmax_forward_Enz_G,vmax_forward_Enz_H,vmax_forward_Enz_L,vmax_forward_TKT2,vmax_forward_RPI,vmax_forward_PDH,vmax_forward_CS,km_substrate2_TKT2,km_substrate1_PDH,km_substrate1_Enz_A,km_substrate2_Enz_A,vmax_forward_Enz_I,km_substrate1_Enz_I,Product_I
613,1.2030625686154677,0.8728798598454419,0.5506223554768678,1.1212642716661598,1.3079498585905756,1.6478066333406096,1.105997008317616,1.0531800177368908,1.6040569875469286,2.206699555740105,0.5273389602244996,1.0378042562942082,1.0582221026620446,0.6911731929552718,1.2762288709758107,1.48359341970708,1.249181629219917,0.6919450851431924,0.9210760068382666,0.6146060804475413
4761,1.5533959565091007,1.3986932728116632,1.0434876456549724,1.2643566255335168,1.4455295808435404,2.0569249287769007,0.9315773660678319,1.3636203075565452,1.8420793405822056,2.0417816921794203,1.038697481831371,1.0271955394077248,0.9747209626279449,0.6657504150845515,1.1255402125599872,0.5948579638958049,0.8708067964916771,0.3486074672617584,0.6144730058957244,1.2205974822732428
1687,1.7198215186989503,0.9704294775767217,0.5865887511357522,1.7007101511592928,1.1877404711072648,1.1583488495441348,1.5061774561213053,2.0949709729861747,0.9073388528835892,1.421679462323865,1.3706068335525514,1.111998243272522,0.7976880250006781,1.1505194354748032,0.9671872644573216,2.5061223057670836,1.2577211141674494,1.615946750689313,0.9022906959284182,1.0706820977262788
2810,1.1194255674235631,1.5453802838362332,1.406812112500481,0.9586594148570935,0.7248792501647292,1.6482203632357155,1.9465497038635786,0.8289108014727922,0.7126386940517355,3.1693568766901463,1.0344208911064035,0.8833722856897049,0.6611966512658336,2.007106825512052,1.2375152131107514,1.8745684371602538,1.0156059437787177,1.0213256375630466,0.7437849134582771,0.3364968895444721
2821,1.0374585910306975,1.203572324983257,0.27473750394230145,1.457913579940247,1.7772075436668329,1.3826815837082995,1.0809559923484562,0.9850493468063188,0.32932027154738086,1.2254985188962626,1.0325258094726166,0.9588105091529424,1.2166558310686657,0.6397475433005566,1.8070375450862435,1.381478760301294,1.1347081544205933,1.2791674452983368,1.288137427067164,0.03648876147867236
527,1.3416860550042136,1.3876994916244871,2.3257235334027175,1.4646285029072983,0.543523406367429,0.44702731220998826,1.6574692080754503,1.7219144558573387,1.167942503022017,2.1214305206524635,1.4058740948375343,0.5689283818524269,1.2137251925025403,1.2507356362558368,1.9527639806846389,1.1452498899088446,0.7417755841926065,0.6409563695889773,1.5989402106208381,1.16585646058897
1639,1.690091660600181,1.9884136973563902,1.6856555733611218,0.8284151415623856,0.5319813607355453,1.9692261468010466,2.039478719416636,1.110939402248943,1.1934459338575203,2.5378148603541124,0.5219995077112645,0.5903185130527054,0.6338624703416396,1.2552070539270268,1.4827278704749887,1.9858103287063462,0.5201873529517128,0.8214650857287682,0.9532298800164879,-0.12861447097500206
417,1.2047407432342536,0.9993435701087485,0.6072997837233944,1.4197262317859398,1.9430844670458125,1.3753786172371631,0.5325440858773641,0.9333610807921346,1.306322529549903,1.8263711122978663,1.1228303558167365,0.5204873289810141,1.3325196569199775,1.5075397671218707,0.8653209542767986,0.4124510824958445,0.8521356917407847,1.4801067101320236,0.7547926965654923,1.176409676374961
717,0.6034762694480641,0.3760719356826062,1.6773588417803877,1.274544373351122,0.6486868008297015,1.2137042646197047,0.5603822863653094,1.152539984903976,1.8258518621032427,0.2998074581826954,1.289045243762008,0.8814253384266588,0.6666712857065673,2.5475722324311807,1.0506011419751915,1.9692513305595662,1.5247025448639462,0.8861180414440125,1.5662609398589187,0.32910900093497797
1751,1.4197499073088422,1.360024531732484,1.4305478681518486,0.22917291562690834,1.4857008733270527,1.6527408613475383,0.3323297428382962,1.4901940614041145,1.088582247044042,1.6352618323288264,1.1368725902327115,1.1467259463412653,0.4859090825553575,0.936442722810672,0.8490305950970605,1.0509502807732105,1.086304204625568,0.5539113792580134,0.5690679043221558,0.5355284178880028
