,vmax_forward_Enz_A,vmax_forward_Enz_B,vmax_forward_Enz_C,vmax_forward_Enz_D,vmax_forward_Enz_E,vmax_forward_Enz_F,vmax_forward_Enz_G,vmax_forward_Enz_H,vmax_forward_Enz_L,vmax_forward_TKT2,vmax_forward_RPI,vmax_forward_PDH,vmax_forward_CS,km_substrate2_TKT2,km_substrate1_PDH,km_substrate1_Enz_A,km_substrate2_Enz_A,vmax_forward_Enz_I,km_substrate1_Enz_I,Product_I
2833,1.6217851425879792,1.5711704396403725,1.589855311007695,1.888243030680977,1.5662537684162436,0.5112519573050252,1.8430793084201424,1.6238729906975478,0.5210739927864643,2.561072092112694,0.9451995459265224,0.9254318110365806,0.7592317896418516,1.5843648383148878,0.8568489836162952,1.4438653791646137,0.9482978630359772,0.7859978997515121,0.7810958399609519,0.9980187678153608
2796,1.8861961213617096,1.6051797184887426,1.1984539389060038,1.1591319510844258,1.7183158785711707,1.395153308328855,1.6197006501424218,0.5281625194045725,0.6083703038909263,2.126635135757999,1.3986866930068254,1.0962167680445871,1.1919830802117684,1.371501176881486,0.6382411648090073,1.7816904882095634,1.2599689805711296,0.8321364904973486,1.195183194232439,0.9375084055025492
2665,0.8168752522878658,0.7269483696111252,1.976637244199048,1.734346608817022,0.8015134823799501,1.9215209313991068,1.213456281417099,1.262436213148031,1.512684507693588,2.3001969307700003,0.8243428021348079,1.0761001671124886,1.3066273806942317,1.8667175885551657,0.8464325141172269,2.5392851030947194,1.1362010485996663,1.1999746071732096,0.8030036789772329,0.1249130860819832
133,1.282656598401572,1.2585372499444212,1.804139692902686,0.8211992424909806,0.9619732064633209,1.8799604216766352,0.6195338043846499,0.9952814085581184,1.186985656844219,1.4662631986109245,1.4359944452101487,1.0356346772332363,1.332283486584279,1.4242800065009005,1.6594694020714034,2.1716758888416066,0.9868051798466196,1.2267625720570527,0.8872237279962649,0.4062349177251413
5259,1.64299419080129,1.944770643244604,1.6144233097406764,1.8806661760246528,0.5154248479220446,0.9658563638486436,1.407388997581792,1.1848766987928343,1.923384415864389,2.619868991317836,1.3744343784813773,1.0802926072243184,0.7875853823349361,0.7487413891631809,0.6352657800904715,1.433210361081116,0.7638815546770273,0.8475640633773568,0.9697217717513392,1.189071070474321
5421,0.9133194901863092,0.6197983894644582,0.7908804370953939,1.729726879585948,1.2432865447113497,1.893327698328916,1.5994626799435103,1.0142329972092554,1.8959444401326853,2.0167079934889625,0.9164138760454988,0.8835129233627185,1.2068833884914365,0.9162088622049428,1.23266582885838,2.9596128646162736,1.0395421963564246,1.4561751162206975,0.8478374340189878,0.0812378920550582
1180,0.7792798284990223,0.9958432151658414,1.721296869205953,0.7034001151430997,1.0003798129531922,0.7213543047176898,1.2299116521540865,0.6011739567272092,0.9161577576426292,0.6707797335678917,0.5310398533507846,0.921056630169173,1.0261070416729718,2.720334171396509,0.9555960559021952,0.9110998671632492,0.9103840645374978,1.1678219953312547,1.2597211546746898,1.028153521253154
645,1.1497845082759983,1.856330941230688,0.6726032126141497,0.8860035660879442,1.7092304038897628,1.5701946590075346,1.4720363518266466,1.2814148752965893,1.1110264824317495,0.4873269967232008,0.853303055778887,0.9526067443427972,0.8705056208424349,1.7725028580001452,1.1910359553422252,1.1087192929645897,0.7435361123233581,0.8268869021406808,0.7812862704036453,1.4882304457488675
1885,1.7600921228997617,0.8502094805580769,1.692672963767107,0.5759315120489794,1.3844086644764997,1.0751644197982193,1.6019629103155464,0.7893526521411814,1.6136794657032514,0.711385604456958,1.235714342243007,1.0273521034071849,0.6367110226688143,1.288688019095429,1.1482844837320876,0.7071731505885905,0.8549284426357009,0.9342937935072868,1.174066545936246,1.0118524140020142
2675,1.703320715971426,0.9275273860527786,1.454304110742865,1.3639602790089715,1.032711838868602,0.6593190578810983,1.9268657832256704,1.9446743112380616,0.7235885927206805,1.3033594774216446,0.9547659912862796,0.9833824354375712,1.0192717749400426,0.7366527901309425,1.7011276042429992,1.320769379313966,1.2588578597208064,1.3140398548155656,1.2188132538594283,0.5284884079909283
6610,1.998304731175472,1.4483112644331348,1.4448392524759,0.7638909930621118,0.6285627989621758,1.7781546776862505,0.9367393498970756,1.538854628016303,0.9982537878976698,0.7668056752497496,1.4779497210421495,0.9728993079318536,1.0747664593730046,1.5360731908817404,1.1993652656495255,1.013142474922306,0.8066234437404897,0.7796270910641436,1.174080103920923,1.4977383526271864
206,1.9587301505921288,1.2654443043527512,1.419686986092159,0.6506888425140274,1.2118511640479506,1.7548413274531534,1.9914906953155924,1.447803882969095,1.0562057264380091,2.8144625495074616,0.6255055155781464,1.165414918283343,1.1880030649889146,2.7983976913461404,1.4927357372782613,1.9970180713987973,0.9034435267498984,0.8857965834341547,0.92030588091217,0.777522457010894
3033,0.8735813935972792,1.001556553016578,0.5450756890291236,1.3033310609247544,0.7743846827648988,0.6610230584189007,1.3829105758924327,0.8187772293892375,1.0450672424828038,0.7125610610513535,0.6846978009520612,1.1706468647915056,1.02514509964484,2.162695229478733,0.9377465897457128,0.7907234942516523,1.009605244023871,1.3576408064523364,1.200075879105983,1.32716776409123
3441,1.5877299923467347,0.85912895377309,1.5736895234292043,1.811047277979628,1.6639212542012745,0.7152841837799424,1.3640816648323872,0.9743722086206597,1.3037375063735273,1.1572155403336533,0.9711752163484684,1.0976529537492006,0.7181797852909262,2.609333124181912,1.5552538972449637,2.631614684928257,1.0465875115870382,0.885388492339336,1.0232001112202451,1.2841296173359784
223,0.8327702175866469,1.6140928260156555,1.5660676911376263,1.9215382469031907,1.8668443691828096,0.8221053723320001,1.5299019594364274,1.5550043342038424,1.7621023777530864,1.997682631150396,0.9272700037506656,1.162203347964398,1.1073941895303,0.4501427738951469,1.199390196589435,1.8452223660112388,1.0298603610895434,0.5466118512762688,1.0024804472427329,0.2888187845531992
4182,1.725742459781983,1.38931018466581,1.657944974201854,1.6022078391847043,0.8933745529326538,1.2627478844741016,1.9972903809681648,1.7949295261302498,1.156960804690145,1.957426987212572,0.9282049198190586,0.9067319430079996,1.3532528059226818,1.1624253274863503,0.6240967144286282,0.8201717428493588,1.2509399934332168,0.7459662835789803,0.8371790434284636,1.1469880466189617
4270,1.1072279391343651,1.901653753444968,1.188011869640534,1.4174755611461354,0.733954198097384,1.8892314495174949,1.4906771140429655,0.8410181108448072,1.6683478315425089,0.6205230702719652,1.3509682733298145,1.0416943598133217,0.9694450933053512,2.188035966956737,1.0662007851353996,2.477041458823955,1.132194644475023,0.6205224655806736,1.2467811162601,1.5331350389753131
4140,1.4742048336826945,1.5889187758936472,1.6220657138637715,1.3540347754396596,1.331014759389704,1.072785200302062,1.206679867336889,1.0286603987458232,1.705263241955549,0.5897325555214357,1.1181502484921788,0.8971669584150624,0.9433372052178643,1.573139566145704,1.1560719312597516,1.4942409074754317,1.1586969094212165,0.7117465648732852,0.9195124191364727,1.5204991230315992
2812,1.07668975051642,1.4733053057547487,1.866073777048133,1.1127319116245569,0.7258958321978475,1.9047118764264703,1.1987374592660691,1.5801409907055386,0.6687761546053714,0.3522928543061437,1.4111749010735304,1.1920662641864652,0.7415231421635806,1.1953873903316752,1.6299142037943826,2.00371713148529,0.7252570661090163,1.166066369573137,0.7531847745168498,1.3942719642023214
5705,0.6725863883951864,1.3029355663908595,1.3176165968091214,0.6211733030343476,0.7455686921995521,1.516706864912546,0.8200239582219309,1.7621397875066942,1.388640246249429,0.7494635796786369,0.9230840684340728,0.8939119667811914,0.6437585607170461,2.830851703242394,1.5509376785439768,2.063380856739612,0.8704513640413395,1.2301743666788811,1.2748605936373791,0.7896746635049896
5802,1.5869593970801144,1.6773839738497394,0.987516832511578,0.5456689578942613,1.21938270336401,0.6182309470834162,1.1834884381815842,1.6874971045376763,1.2893762500712165,1.006594178944728,0.7798951074555015,0.8309226405255598,0.7083708614281964,2.8103155684428898,1.1100084410069897,2.242424984313515,0.9884447061382956,1.3656781121230988,0.8086822818645676,0.5160031919207677
642,1.4226417112535097,0.7518583108582753,1.0041569254944838,1.9928901095035128,1.620900825111998,0.5140367345846429,1.6304206324599158,1.0421504016181693,1.2781235895560896,0.8184128064487773,1.3582385409457176,0.9530333577953836,1.2404442803321256,1.517942865318639,1.0186147565537484,1.9200076173832,0.8038676673268955,0.9532128709479802,1.0235904092178656,1.4914362371902188
16,0.9676032189760824,1.2602748084196715,1.7449608906796064,1.1938430522776349,1.1268552890837973,1.490885091423536,1.463943591122572,0.6669473985582389,0.975503454055494,1.6547071381363676,0.5574974628828068,0.9086676030597354,0.8403703746484984,2.8092425374991867,0.829254565177129,1.336603883882533,1.0875483351547537,1.134660426797962,1.1722540567336166,0.7304894000353501
6821,1.7303773420927564,1.1679546099745377,1.0848213708481458,1.2945632257933828,0.6013003252245879,0.8431819477360623,0.5033924276160271,1.71412312859551,0.5599588166959448,1.2706989827144457,0.7453487471698822,1.1023297922705568,1.2946102444122634,0.3488079433392708,1.7307363524290549,2.988824404057897,1.2430791313034768,1.4841677135508613,0.9843402216673356,0.1105670924526192
4919,0.7844495694230269,0.9157669853765056,1.021296321047777,1.552100865779459,0.9165970888727456,1.0526727014200434,1.12471642170934,1.6099446130095656,1.823419036261706,0.5956099801166268,0.6966180033459325,1.1371193469701029,1.149929463263677,0.705257644522209,1.27664217535608,1.1671125631720023,1.120804827984824,0.9188838648010276,1.2712442754515856,0.8140184543666
5310,1.9537911198620013,0.8921593635836045,0.8247520164296147,0.5497912907742403,1.1809764208544498,0.6073845814073664,0.8655088715598938,1.0678368739686648,1.2583854125816378,0.4349254164487854,1.3176126769917218,1.133262082806935,1.180151722537555,1.720792774171326,1.1171035928800634,2.6652395243061933,1.1055185905513762,0.8228755107216437,1.1924285602129236,1.1391824613638617
1114,1.7611060537215653,1.5275220258701876,0.613461680270138,1.6301707332986708,0.9810009092675382,1.633308558394722,1.906290683263773,0.8575766450093496,0.7704132743802747,2.482183492382932,0.8780908702456944,1.0800537299868551,0.7938775980618428,1.157577004667721,1.090850481698542,2.749730456528212,1.024911953878216,1.4264816967251903,1.2518585570223446,0.3071942003917101
447,1.00934799838879,1.8505250208182504,0.7746871100674335,1.826925968773236,1.6689740075146156,1.73081081661791,1.241732841963151,1.6906367016532418,0.5073427288658068,2.8077613844161915,0.8489512688984308,1.0464230047098602,0.7550131978758543,1.0561543346056337,0.6627434826888408,0.6090452946638505,0.8646950245798946,0.6490566223648767,0.7144452238638753,1.1715853466373782
6633,0.6030305919642521,0.9473214396601564,1.0101517991955788,0.7362082478645688,1.4981095084809506,1.64421823233971,1.521890799626611,1.2094702403214976,0.7019449617143632,0.7601508324525814,1.4556116781595885,1.1086530492823043,1.2180933232796534,2.213855676490513,0.989624000406394,0.7422166797126503,1.0609783635097645,0.9713058039018592,1.2408104849097716,1.3027057203494783
3129,1.849052848175644,1.8382668139998315,1.1657624687647716,1.4410313275592368,1.951030602139503,1.856573578834866,0.9329965746695228,1.0215350791032476,0.5809589764288097,0.7160006125217491,0.930749159896984,1.124058813638266,1.2496945188831223,2.2395526502976373,1.1363292669525784,0.8842582446068625,1.2998702492640914,1.32057957202419,0.8633815541703007,1.3531683359552322
1262,0.6605012768249947,1.2027268132716231,1.1745298707372505,1.440925972395639,0.5924659828812655,1.8926217573596475,1.086327472140383,1.847224917422181,1.713533052965446,2.363686692644755,0.7456257226321815,1.1618670257627053,1.344435688806889,1.714183954229353,1.5912803539656637,1.6145409573606129,1.1783751746603048,0.7087914657590022,1.2244648334636734,0.3053456357524616
3700,0.9958718875904892,1.3364692011895325,1.319150806633513,1.6246664095248533,0.9982217025726556,1.400224599411085,1.7952107253794938,1.2485347989410305,1.7821565778573842,0.3770886842286864,0.8429791785718141,0.8118909939354766,1.1409247314510758,1.676433882820913,1.1154015013819905,0.8117930382423196,0.7964021045519971,0.9683060257269324,0.7671595811722598,1.5167257135062413
